ATS_CODE,BORO,BORONUM,LOC_CODE,SCHOOLNAME,SCH_TYPE,MANAGED_BY,GEO_DISTRI,ADMIN_DIST,STATE_CODE,ZIP,PRINCIPAL,PRIN_PH,FAX,GRADES,address,block,city,coordinates,county_fips,geocoded_address,id,is_exact,is_match,latitude,longitude,returned_address,side,state,state_fips,tiger_line,tract,zipcode
29Q283,Q,4,Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD S,Secondary School,1,29,29,NY,11413,CHARLES ANDERSON,718-949-8405,718-525-8495,"06,07,08,09,10,11,12,SE",143-10 SPRINGFIELD BOULEVARD,1008,QUEENS,"-73.75683,40.668255",81,"143-10 SPRINGFIELD BOULEVARD, QUEENS, NY, 11413",1268,Non_Exact,Match,40.668255,-73.75683,"143 SPRINGFIELD BLVD, JAMAICA, NY, 11413",R,NY,36,59720054,33000,11413
19K502,K,2,K502,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,High school,1,19,19,NY,11207,JAMES ANDERSON,718-922-0389,,"09,10,11,12,SE",400 PENNSYLVANIA AVENUE,2000,BROOKLYN,"-73.894806,40.66771",47,"400 PENNSYLVANIA AVENUE, BROOKLYN, NY, 11207",1269,Exact,Match,40.66771,-73.894806,"400 PENNSYLVANIA AVE, BROOKLYN, NY, 11207",R,NY,36,59084748,115600,11207
19K504,K,2,K504,HIGH SCHOOL FOR CIVIL RIGHTS,High school,1,19,19,NY,11207,Michael S. Steele,718-922-6289,718-922-7253,"09,10,11,12,SE",400 PENNSYLVANIA AVENUE,2000,BROOKLYN,"-73.894806,40.66771",47,"400 PENNSYLVANIA AVENUE, BROOKLYN, NY, 11207",1270,Exact,Match,40.66771,-73.894806,"400 PENNSYLVANIA AVE, BROOKLYN, NY, 11207",R,NY,36,59084748,115600,11207
19K507,K,2,K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,High school,1,19,19,NY,11207,Reginald Richardson,718-922-0762,718-922-0953,"09,10,11,12,SE",400 PENNSYLVANIA AVENUE,2000,BROOKLYN,"-73.894806,40.66771",47,"400 PENNSYLVANIA AVENUE, BROOKLYN, NY, 11207",1271,Exact,Match,40.66771,-73.894806,"400 PENNSYLVANIA AVE, BROOKLYN, NY, 11207",R,NY,36,59084748,115600,11207
19K510,K,2,K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SCHO,High school,1,19,19,NY,11207,KIM WANLISS,718-922-0650,718-922-0709,"09,10,11,12,SE",400 PENNSYLVANIA AVENUE,2000,BROOKLYN,"-73.894806,40.66771",47,"400 PENNSYLVANIA AVENUE, BROOKLYN, NY, 11207",1272,Exact,Match,40.66771,-73.894806,"400 PENNSYLVANIA AVE, BROOKLYN, NY, 11207",R,NY,36,59084748,115600,11207
15K124,K,2,K124,P.S. 124 SILAS B. DUTCHER,Elementary,1,15,15,NY,11215,Annabelle Martinez,718-788-0246,718-965-9558,"PK,0K,01,02,03,04,05,SE",515 4 AVENUE,3000,BROOKLYN,"-73.99104,40.667553",47,"515 4 AVENUE, BROOKLYN, NY, 11215",1273,Exact,Match,40.667553,-73.99104,"515 4TH AVE, BROOKLYN, NY, 11215",L,NY,36,59075643,14100,11215
17K590,K,2,K590,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,Secondary School,1,17,17,NY,11225,Dr. Michael A. Wiltshire,718-703-5400,718-703-5600,"06,07,08,09,10,11,12",1186 CARROLL STREET,2001,BROOKLYN,"-73.95097,40.667187",47,"1186 CARROLL STREET, BROOKLYN, NY, 11225",1274,Exact,Match,40.667187,-73.95097,"1186 CARROLL ST, BROOKLYN, NY, 11225",R,NY,36,642653854,32100,11225
23K323,K,2,K323,P.S./I.S. 323,K-8,1,23,23,NY,11212,LINDA HARRIS,718-495-7781,718-346-4614,"PK,0K,01,02,03,04,05,06,07,08,SE",210 CHESTER STREET,2001,BROOKLYN,"-73.910934,40.66667",47,"210 CHESTER STREET, BROOKLYN, NY, 11212",1275,Exact,Match,40.66667,-73.910934,"210 CHESTER ST, BROOKLYN, NY, 11212",R,NY,36,59083922,92400,11212
23K671,K,3,K671,MOTT HALL BRIDGES MIDDLE SCHOOL,Junior High-Intermediate-Middle,1,23,23,NY,11212,Nadia Lopez,718 935-4403,TBD,"06,SE",210 CHESTER STREET,2001,BROOKLYN,"-73.910934,40.66667",47,"210 CHESTER STREET, BROOKLYN, NY, 11212",1276,Exact,Match,40.66667,-73.910934,"210 CHESTER ST, BROOKLYN, NY, 11212",R,NY,36,59083922,92400,11212
17K568,K,2,K568,BROWNSVILLE ACADEMY HIGH SCHOOL,High school,1,17,17,NY,11212,LASHAWN ROBINSON,718-778-7305,718-778-7385,"10,11,12,SE",1150 EAST NEW YORK AVENUE,7000,BROOKLYN,"-73.92394,40.666573",47,"1150 EAST NEW YORK AVENUE, BROOKLYN, NY, 11212",1277,Exact,Match,40.666573,-73.92394,"1150 E NEW YORK AVE, BROOKLYN, NY, 11212",R,NY,36,642653655,90000,11212
19K202,K,2,K202,P.S. 202 ERNEST S. JENKYNS,K-8,1,19,19,NY,11208,Pauline Smith-Gayle,718-649-7880,718-927-2173,"PK,0K,01,02,03,04,05,06,07,08,SE",982 HEGEMAN AVENUE,1004,BROOKLYN,"-73.87657,40.66642",47,"982 HEGEMAN AVENUE, BROOKLYN, NY, 11208",1278,Exact,Match,40.66642,-73.87657,"982 HEGEMAN AVE, BROOKLYN, NY, 11208",R,NY,36,59085622,111600,11208
23K514,K,2,K514,FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL,High school,1,23,23,NY,11212,TAMIKA MATHESON,718-485-3789,718-922-2761,"09,10,11,12,SE",226 BRISTOL STREET,2002,BROOKLYN,"-73.91181,40.666286",47,"226 BRISTOL STREET, BROOKLYN, NY, 11212",1279,Exact,Match,40.666286,-73.91181,"226 BRISTOL ST, BROOKLYN, NY, 11212",R,NY,36,59083919,92400,11212
23K697,K,2,K697,TEACHERS PREPARATORY HIGH SCHOOL,Secondary School,1,23,23,NY,11212,Carmen Simon,718-498-2605,718-345-8069,"06,07,08,09,10,11,12,SE",226 BRISTOL STREET,2002,BROOKLYN,"-73.91181,40.666286",47,"226 BRISTOL STREET, BROOKLYN, NY, 11212",1280,Exact,Match,40.666286,-73.91181,"226 BRISTOL ST, BROOKLYN, NY, 11212",R,NY,36,59083919,92400,11212
17K161,K,2,K161,P.S. 161 THE CROWN,K-8,1,17,17,NY,11225,Ms. Deborah Barrett,718-756-3100,718-953-3605,"0K,01,02,03,04,05,06,07,08,SE",330 CROWN STREET,3000,BROOKLYN,"-73.94892,40.66618",47,"330 CROWN STREET, BROOKLYN, NY, 11225",1281,Exact,Match,40.66618,-73.94892,"330 CROWN ST, BROOKLYN, NY, 11225",R,NY,36,59079455,31900,11225
23K156,K,2,K156,P.S. 156 WAVERLY,Elementary,1,23,23,NY,11212,BEVERLY LOGAN,718-498-2811,718-346-2804,"PK,0K,01,02,03,04,05,SE",104 SUTTER AVENUE,2002,BROOKLYN,"-73.91811,40.665966",47,"104 SUTTER AVENUE, BROOKLYN, NY, 11212",1282,Exact,Match,40.665966,-73.91811,"104 SUTTER AVE, BROOKLYN, NY, 11212",R,NY,36,59083801,90000,11212
23K392,K,2,K392,I.S. 392,Junior High-Intermediate-Middle,1,23,23,NY,11212,Shirley Wheeler,718-498-2491,718-346-2804,"05,06,07,08,SE",104 SUTTER AVENUE,2002,BROOKLYN,"-73.91811,40.665966",47,"104 SUTTER AVENUE, BROOKLYN, NY, 11212",1283,Exact,Match,40.665966,-73.91811,"104 SUTTER AVE, BROOKLYN, NY, 11212",R,NY,36,59083801,90000,11212
19K174,K,2,K174,P.S. 174 DUMONT,K-8,1,19,19,NY,11207,INGRID MASON,718-345-1223,718-345-8808,"PK,0K,01,02,03,04,05,06,07,08,SE",574 DUMONT AVENUE,1001,BROOKLYN,"-73.89758,40.665825",47,"574 DUMONT AVENUE, BROOKLYN, NY, 11207",1284,Exact,Match,40.665825,-73.89758,"574 DUMONT AVE, BROOKLYN, NY, 11207",R,NY,36,59084715,113000,11207
27Q232,Q,4,Q232,P.S. 232 LINDENWOOD,K-8,1,27,27,NY,11414,LISA JOSEPHSON,718-848-9247,718-738-8505,"0K,01,02,03,04,05,06,07,08,SE",153-23 83 STREET,5000,QUEENS,"-73.85117,40.665733",81,"153-23 83 STREET, QUEENS, NY, 11414",1285,Non_Exact,Match,40.665733,-73.85117,"153 83RD ST, JAMAICA, NY, 11414",L,NY,36,59708297,6202,11414
17K189,K,2,K189,P.S. 189 LINCOLN TERRACE,K-8,1,17,17,NY,11212,Ms. Berthe G. Faustin,718-756-0210,718-604-1865,"0K,01,02,03,04,05,06,07,08,SE",1100 EAST NEW YORK AVENUE,1001,BROOKLYN,"-73.92588,40.665726",47,"1100 EAST NEW YORK AVENUE, BROOKLYN, NY, 11212",1286,Exact,Match,40.665726,-73.92588,"1100 E NEW YORK AVE, BROOKLYN, NY, 11212",R,NY,36,59083432,89200,11212
23K284,K,2,K284,P.S. 284 LEW WALLACE,K-8,1,23,23,NY,11212,SHENEAN LINDSAY,718-495-7791,718-495-7839,"PK,0K,01,02,03,04,05,06,07,08,SE",213 OSBORN STREET,2000,BROOKLYN,"-73.90785,40.665695",47,"213 OSBORN STREET, BROOKLYN, NY, 11212",1287,Exact,Match,40.665695,-73.90785,"213 OSBORN ST, BROOKLYN, NY, 11212",L,NY,36,59098864,91200,11212
23K711,,3,K711,Leadership Preparatory Brownsville Charter School,K-8,2,23,84,NY,11212,Darcy Richie,718-669-7461,718-228-6496,"0K,01,02",213 OSBORN STREET,2000,BROOKLYN,"-73.90785,40.665695",47,"213 OSBORN STREET, BROOKLYN, NY, 11212",1288,Exact,Match,40.665695,-73.90785,"213 OSBORN ST, BROOKLYN, NY, 11212",L,NY,36,59098864,91200,11212
75K053,K,2,K053,P.S. K053,K-12 all grades,1,19,75,NY,11207,Heather Leykam,718-498-1190,718-345-2170,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",720 LIVONIA AVENUE,1003,BROOKLYN,"-73.89037,40.665295",47,"720 LIVONIA AVENUE, BROOKLYN, NY, 11207",1289,Exact,Match,40.665295,-73.89037,"720 LIVONIA AVE, BROOKLYN, NY, 11207",R,NY,36,59085267,112600,11207
17K352,K,2,K352,EBBETS FIELD MIDDLE SCHOOL,Junior High-Intermediate-Middle,1,17,17,NY,11225,Margie Baker,718-941-5097,718-284-7973,"06,07,08,SE",46 MCKEEVER PLACE,3002,BROOKLYN,"-73.95897,40.665184",47,"46 MCKEEVER PLACE, BROOKLYN, NY, 11225",1290,Exact,Match,40.665184,-73.95897,"46 MCKEEVER PL, BROOKLYN, NY, 11225",R,NY,36,59078509,32500,11225
17K375,K,2,K375,P.S. 375 JACKIE-ROBINSON SCHOOL,Elementary,1,17,17,NY,11225,Ms. Marion Wilson,718-693-6655,718-284-6433,"PK,0K,01,02,03,04,05,SE",46 MCKEEVER PLACE,3002,BROOKLYN,"-73.95897,40.665184",47,"46 MCKEEVER PLACE, BROOKLYN, NY, 11225",1291,Exact,Match,40.665184,-73.95897,"46 MCKEEVER PL, BROOKLYN, NY, 11225",R,NY,36,59078509,32500,11225
27Q124,Q,4,Q124,P.S. 124 OSMOND A CHURCH,K-8,1,27,27,NY,11420,VALARIE LEWIS,718-529-2580,718-322-4039,"0K,01,02,03,04,05,06,07,08,SE",129-15 150 AVENUE,1013,QUEENS,"-73.81175,40.665062",81,"129-15 150 AVENUE, QUEENS, NY, 11420",1292,Non_Exact,Match,40.665062,-73.81175,"129 150TH AVE, JAMAICA, NY, 11420",L,NY,36,59714076,84602,11420
29Q231,Q,4,Q231,I.S. 231 MAGNETECH 2000,Junior High-Intermediate-Middle,1,29,29,NY,11413,EMMANUEL LUBIN,718-276-5140,718-276-2259,"06,07,08,SE",145-00 SPRINGFIELD BOULEVARD,1027,QUEENS,"-73.75858,40.664623",81,"145-00 SPRINGFIELD BOULEVARD, QUEENS, NY, 11413",1293,Non_Exact,Match,40.664623,-73.75858,"145 SPRINGFIELD BLVD, JAMAICA, NY, 11413",R,NY,36,641263815,32000,11413
29Q355,Q,4,Q355,Collaborative Arts Middle School,Junior High-Intermediate-Middle,1,29,29,NY,11413,Tammy Holloway,718-935-3598,,"06,07,08,SE",145-00 SPRINGFIELD BOULEVARD,1027,QUEENS,"-73.75858,40.664623",81,"145-00 SPRINGFIELD BOULEVARD, QUEENS, NY, 11413",1294,Non_Exact,Match,40.664623,-73.75858,"145 SPRINGFIELD BLVD, JAMAICA, NY, 11413",R,NY,36,641263815,32000,11413
29Q356,Q,4,Q356,Community Voices Middle School,Junior High-Intermediate-Middle,1,29,29,NY,11413,Tamra Collins,718-935-3604,,"06,07,08,SE",145-00 SPRINGFIELD BOULEVARD,1027,QUEENS,"-73.75858,40.664623",81,"145-00 SPRINGFIELD BOULEVARD, QUEENS, NY, 11413",1295,Non_Exact,Match,40.664623,-73.75858,"145 SPRINGFIELD BLVD, JAMAICA, NY, 11413",R,NY,36,641263815,32000,11413
29Q251,Q,4,Q251,P.S. 251 QUEENS,Elementary,1,29,29,NY,11413,EDNA LONCKE,718-276-2745,718-723-7822,"0K,01,02,03,SE",144-51 ARTHUR STREET,1025,QUEENS,"-73.76027,40.664227",81,"144-51 ARTHUR STREET, QUEENS, NY, 11413",1296,Non_Exact,Match,40.664227,-73.76027,"144 ARTHUR ST, JAMAICA, NY, 11413",R,NY,36,635437251,32000,11413
17K061,K,2,K061,M.S. 061 GLADSTONE H. ATWELL,Junior High-Intermediate-Middle,1,17,17,NY,11225,SANDRA TAYLOR,718-774-1002,718-467-4335,"06,07,08,SE",400 EMPIRE BOULEVARD,3000,BROOKLYN,"-73.94931,40.664005",47,"400 EMPIRE BOULEVARD, BROOKLYN, NY, 11225",1297,Exact,Match,40.664005,-73.94931,"400 EMPIRE BLVD, BROOKLYN, NY, 11225",R,NY,36,59079568,32900,11225
19K224,K,2,K224,P.S. 224 HALE A. WOODRUFF,Elementary,1,19,19,NY,11208,GEORGE ANDREWS,718-235-3600,718-827-5840,"PK,0K,01,02,03,04,05,06,SE",757 WORTMAN AVENUE,2006,BROOKLYN,"-73.86664,40.663998",47,"757 WORTMAN AVENUE, BROOKLYN, NY, 11208",1298,Exact,Match,40.663998,-73.86664,"757 WORTMAN AVE, BROOKLYN, NY, 11208",L,NY,36,59095544,122000,11208
17K221,K,2,K221,P.S. 221 TOUSSAINT L'OUVERTURE,Elementary,1,17,17,NY,11213,Clara Moodie-Kirkland,718-756-0122,718-953-2657,"PK,0K,01,02,03,04,05,SE",791 EMPIRE BOULEVARD,3001,BROOKLYN,"-73.935974,40.663696",47,"791 EMPIRE BOULEVARD, BROOKLYN, NY, 11213",1299,Exact,Match,40.663696,-73.935974,"791 EMPIRE BLVD, BROOKLYN, NY, 11213",L,NY,36,59079879,35500,11213
17K398,K,2,K398,P.S. 398 WALTER WEAVER,Elementary,1,17,17,NY,11212,Diane Danay-Caban,718-774-4466,718-467-4018,"PK,0K,01,02,03,04,05,SE",60 EAST  94 STREET,1000,BROOKLYN,"-73.92675,40.663372",47,"60 EAST  94 STREET, BROOKLYN, NY, 11212",1300,Exact,Match,40.663372,-73.92675,"60 E 94TH ST, BROOKLYN, NY, 11212",R,NY,36,59083519,88200,11212
17K770,K,3,K770,P.S. 770 NEW AMERICAN ACADEMY,Elementary,1,17,17,NY,11212,Shimon Waronker,718 935-4200,TBD,"0K,01,SE",60 EAST  94 STREET,1000,BROOKLYN,"-73.92675,40.663372",47,"60 EAST  94 STREET, BROOKLYN, NY, 11212",1301,Exact,Match,40.663372,-73.92675,"60 E 94TH ST, BROOKLYN, NY, 11212",R,NY,36,59083519,88200,11212
84K358,K,2,K358,ACHIEVEMENT FIRST EAST NEW YORK SCHOOL,K-12 all grades,2,19,84,NY,11207,Hilary Cymrot/David Hardy,718-485-4924,718-342-5194,"0K,01,02,03,04,05,06,07,08",557 PENNSYLVANIA AVENUE,2002,BROOKLYN,"-73.89368,40.663345",47,"557 PENNSYLVANIA AVENUE, BROOKLYN, NY, 11207",1302,Exact,Match,40.663345,-73.89368,"557 PENNSYLVANIA AVE, BROOKLYN, NY, 11207",L,NY,36,59084889,112600,11207
19K013,K,2,K013,P.S. 013 ROBERTO CLEMENTE,Elementary,1,19,19,NY,11207,BARBARA ASHBY,718-498-3717,718-345-2396,"PK,0K,01,02,03,04,05,SE",557 PENNSYLVANIA AVENUE,2002,BROOKLYN,"-73.89368,40.663345",47,"557 PENNSYLVANIA AVENUE, BROOKLYN, NY, 11207",1303,Exact,Match,40.663345,-73.89368,"557 PENNSYLVANIA AVE, BROOKLYN, NY, 11207",L,NY,36,59084889,112600,11207
15K107,K,2,K107,P.S. 107 JOHN W. KIMBALL,Elementary,1,15,15,NY,11215,CYNTHIA HOLTON,718-499-2054,718-965-6479,"PK,0K,01,02,03,04,05,SE",1301 8 AVENUE,4001,BROOKLYN,"-73.98126,40.663296",47,"1301 8 AVENUE, BROOKLYN, NY, 11215",1304,Exact,Match,40.663296,-73.98126,"1301 8TH AVE, BROOKLYN, NY, 11215",L,NY,36,59078263,16700,11215
84K362,K,2,K362,HELLENIC CLASSICAL CHARTER SCHOOL,K-8,2,15,84,NY,11215,Christina Tettonis,718-499-0957,718-499-0959,"0K,01,02,03,04,05,06,07,08",646 FIFTH AVENUE,2002,BROOKLYN,"-73.9921,40.662624",47,"646 FIFTH AVENUE, BROOKLYN, NY, 11215",1305,Exact,Match,40.662624,-73.9921,"646 5TH AVE, BROOKLYN, NY, 11215",R,NY,36,59075756,14300,11215
84K356,K,2,K356,ACHIEVEMENT FIRST- CROWN HEIGHTS CHARTER SCHOOL,K-12 all grades,2,17,84,NY,11203,Camilla Lopez/Wells Blanch*,718-774-0762,718-774-0830,"0K,01,02,03,04,05,06,07,08,09,10",790 EAST NEW YORK AVENUE,1001,BROOKLYN,"-73.93648,40.662445",47,"790 EAST NEW YORK AVENUE, BROOKLYN, NY, 11203",1306,Exact,Match,40.662445,-73.93648,"790 E NEW YORK AVE, BROOKLYN, NY, 11203",R,NY,36,59079903,87600,11203
17K587,K,2,K587,MIDDLE SCHOOL FOR THE ARTS,Junior High-Intermediate-Middle,1,17,17,NY,11203,Susan Hobson-Ransom,718-773-3343,718-773-4168,"06,07,08,SE",790 EAST NEW YORK AVENUE,1001,BROOKLYN,"-73.93648,40.662445",47,"790 EAST NEW YORK AVENUE, BROOKLYN, NY, 11203",1307,Exact,Match,40.662445,-73.93648,"790 E NEW YORK AVE, BROOKLYN, NY, 11203",R,NY,36,59079903,87600,11203
19K190,K,2,K190,P.S. 190 SHEFFIELD,Elementary,1,19,19,NY,11207,STEPHAUN HILL,718-346-8780,718-345-8765,"PK,0K,01,02,03,04,05,SE",590 SHEFFIELD AVENUE,3001,BROOKLYN,"-73.89445,40.662346",47,"590 SHEFFIELD AVENUE, BROOKLYN, NY, 11207",1308,Exact,Match,40.662346,-73.89445,"590 SHEFFIELD AVE, BROOKLYN, NY, 11207",R,NY,36,59084891,112800,11207
19K311,K,2,K311,ESSENCE SCHOOL,Junior High-Intermediate-Middle,1,19,19,NY,11207,CLAUDY MAKELELE,718-272-8371,718-272-8372,"06,07,08,SE",590 SHEFFIELD AVENUE,3001,BROOKLYN,"-73.89445,40.662346",47,"590 SHEFFIELD AVENUE, BROOKLYN, NY, 11207",1309,Exact,Match,40.662346,-73.89445,"590 SHEFFIELD AVE, BROOKLYN, NY, 11207",R,NY,36,59084891,112800,11207
84K652,K,2,K652,BROOKLYN ASCEND CHARTER SCHOOL,K-12 all grades,2,18,84,NY,11212,Keisha Sykes/Brandon Sorlie,718-240-9162,718-240-9140,"0K,01,02,03,04",205 Rockaway Parkway,3000,BROOKLYN,"-73.92115,40.662052",47,"205 Rockaway Parkway, BROOKLYN, NY, 11212",1310,Exact,Match,40.662052,-73.92115,"205 ROCKAWAY PKWY, BROOKLYN, NY, 11212",L,NY,36,59083617,89200,11212
18K737,,3,K737,Brownsville Ascend Charter School,K-12 all grades,2,18,84,NY,11212,Kelly Bowers,718-240-9162,718-240-9140,"0K,01,02",205 Rockaway Parkway,3000,BROOKLYN,"-73.92115,40.662052",47,"205 Rockaway Parkway, BROOKLYN, NY, 11212",1311,Exact,Match,40.662052,-73.92115,"205 ROCKAWAY PKWY, BROOKLYN, NY, 11212",L,NY,36,59083617,89200,11212
17K091,K,2,K091,P.S. 091 THE ALBANY AVENUE SCHOOL,Elementary,1,17,17,NY,11203,Tessa Alleyne,718-756-0243,718-221-1316,"PK,0K,01,02,03,04,05,SE",532 ALBANY AVENUE,2000,BROOKLYN,"-73.93992,40.661724",47,"532 ALBANY AVENUE, BROOKLYN, NY, 11203",1312,Exact,Match,40.661724,-73.93992,"532 ALBANY AVE, BROOKLYN, NY, 11203",R,NY,36,59079816,80600,11203
15K295,K,2,K295,P.S. 295,Elementary,1,15,15,NY,11215,DEANNA MARCO,718-965-0390,718-965-0603,"PK,0K,01,02,03,04,05,SE",330 18 STREET,1001,BROOKLYN,"-73.988884,40.66134",47,"330 18 STREET, BROOKLYN, NY, 11215",1313,Exact,Match,40.66134,-73.988884,"330 18TH ST, BROOKLYN, NY, 11215",R,NY,36,59099110,14700,11215
15K443,K,2,K443,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,Junior High-Intermediate-Middle,1,15,15,NY,11215,FRANK GIORDANO,718-965-0390,718-965-0603,"06,07,08,SE",330 18 STREET,1001,BROOKLYN,"-73.988884,40.66134",47,"330 18 STREET, BROOKLYN, NY, 11215",1314,Exact,Match,40.66134,-73.988884,"330 18TH ST, BROOKLYN, NY, 11215",R,NY,36,59099110,14700,11215
29Q052,Q,4,Q052,P.S. 052 QUEENS,Elementary,1,29,29,NY,11434,LINDA POUGH,718-528-2238,718-276-2854,"PK,0K,01,02,03,04,05,SE",178-37 146 TERRACE,3005,QUEENS,"-73.76717,40.66109",81,"178-37 146 TERRACE, QUEENS, NY, 11434",1315,Non_Exact,Match,40.66109,-73.76717,"178 146TH TER, JAMAICA, NY, 11434",L,NY,36,59719809,32000,11434
15K010,K,2,K010,"MAGNET SCHOOL OF MATH, SCIENCE AND DESIGN TECHNOLO",Elementary,1,15,15,NY,11215,LAURA SCOTT,718-965-1190,718-369-1736,"PK,0K,01,02,03,04,05,SE",511 7 AVENUE,4002,BROOKLYN,"-73.98656,40.661045",47,"511 7 AVENUE, BROOKLYN, NY, 11215",1316,Exact,Match,40.661045,-73.98656,"511 7TH AVE, BROOKLYN, NY, 11215",L,NY,36,59075822,14900,11215
23K041,K,2,K041,P.S. 041 FRANCIS WHITE,K-8,1,23,23,NY,11212,Theresa Siegel,718-495-7732,718-346-2141,"0K,01,02,03,04,05,06,07,08,SE",411 THATFORD AVENUE,1005,BROOKLYN,"-73.90747,40.66074",47,"411 THATFORD AVENUE, BROOKLYN, NY, 11212",1317,Exact,Match,40.66074,-73.90747,"411 THATFORD AVE, BROOKLYN, NY, 11212",L,NY,36,59084103,91800,11212
19K213,K,2,K213,P.S. 213 NEW LOTS,Elementary,1,19,19,NY,11207,Anne Lee Bernard,718-257-4034,718-272-3446,"PK,0K,01,02,03,04,05,SE",580 HEGEMAN AVENUE,2000,BROOKLYN,"-73.89028,40.660515",47,"580 HEGEMAN AVENUE, BROOKLYN, NY, 11207",1318,Exact,Match,40.660515,-73.89028,"580 HEGEMAN AVE, BROOKLYN, NY, 11207",R,NY,36,59085290,110400,11207
19K409,K,2,K409,EAST NEW YORK FAMILY ACADEMY,Secondary School,1,19,19,NY,11207,SHEILA RICHARDS,718-927-0012,718-927-0411,"06,07,08,09,10,11,12,SE",2057 LINDEN BOULEVARD,3000,BROOKLYN,"-73.886604,40.660503",47,"2057 LINDEN BOULEVARD, BROOKLYN, NY, 11207",1319,Exact,Match,40.660503,-73.886604,"2057 LINDEN BLVD, BROOKLYN, NY, 11207",L,NY,36,640860398,110400,11207
19K785,K,3,K785,Imagine Me Leadership Charter School,Elementary,2,19,84,NY,11207,Rashid A. Johnson,347-985-2140,347-985-2145,"0K,01",818 SCHENCK AVENUE,4007,BROOKLYN,"-73.883446,40.660492",47,"818 SCHENCK AVENUE, BROOKLYN, NY, 11207",1320,Exact,Match,40.660492,-73.883446,"818 SCHENCK AVE, BROOKLYN, NY, 11207",R,NY,36,640860407,110400,11207
19K166,K,2,K166,J.H.S. 166 GEORGE GERSHWIN,Junior High-Intermediate-Middle,1,19,19,NY,11207,MARIA ORTEGA,718-649-0765,718-927-2172,"06,07,08,SE",800 VAN SICLEN AVE,3004,BROOKLYN,"-73.88559,40.660385",47,"800 VAN SICLEN AVE, BROOKLYN, NY, 11207",1321,Exact,Match,40.660385,-73.88559,"800 VAN SICLEN AVE, BROOKLYN, NY, 11207",R,NY,36,640860400,110400,11207
75K036,K,2,K036,P.S. K036,K-12 all grades,1,19,75,NY,11207,JOHANNA SCHNEIDER,718-272-6483,718-272-6287,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",2045 LINDEN BOULEVARD,3001,BROOKLYN,"-73.88705,40.660316",47,"2045 LINDEN BOULEVARD, BROOKLYN, NY, 11207",1322,Exact,Match,40.660316,-73.88705,"2045 LINDEN BLVD, BROOKLYN, NY, 11207",L,NY,36,640860395,110400,11207
23K631,K,2,K631,GENERAL D. CHAPPIE JAMES ELEMENTARY SCHOOL OF SCIE,Elementary,1,23,23,NY,11212,Margaret V. McAuley,718-495-0952,718-495-1134,"PK,0K,01,02,03,04,05,SE",76 RIVERDALE AVENUE,1002,BROOKLYN,"-73.913994,40.6602",47,"76 RIVERDALE AVENUE, BROOKLYN, NY, 11212",1323,Exact,Match,40.6602,-73.913994,"76 RIVERDALE AVE, BROOKLYN, NY, 11212",R,NY,36,59084000,89600,11212
23K634,K,2,K634,GENERAL D. CHAPPIE JAMES MIDDLE SCHOOL OF SCIENCE,Junior High-Intermediate-Middle,1,23,23,NY,11212,WILLIS PERRY,718-498-5276,718-498-5361,"06,07,08,SE",76 RIVERDALE AVENUE,1002,BROOKLYN,"-73.913994,40.6602",47,"76 RIVERDALE AVENUE, BROOKLYN, NY, 11212",1324,Exact,Match,40.6602,-73.913994,"76 RIVERDALE AVE, BROOKLYN, NY, 11212",R,NY,36,59084000,89600,11212
23K184,K,2,K184,P.S. 184 NEWPORT,K-8,1,23,23,NY,11212,LAMSON LAM,718-495-7775,718-385-4655,"PK,0K,01,02,03,04,05,06,07,08,SE",273 NEWPORT STREET,1003,BROOKLYN,"-73.90468,40.659996",47,"273 NEWPORT STREET, BROOKLYN, NY, 11212",1325,Exact,Match,40.659996,-73.90468,"273 NEWPORT ST, BROOKLYN, NY, 11212",L,NY,36,59084771,91800,11212
15K088,K,2,K088,J.H.S. 088 PETER ROUGET,Junior High-Intermediate-Middle,1,15,15,NY,11215,Ailene Altman Mitchell,718-788-4482,718-768-0213,"06,07,08,SE",544 7 AVENUE,1001,BROOKLYN,"-73.98771,40.65999",47,"544 7 AVENUE, BROOKLYN, NY, 11215",1326,Exact,Match,40.65999,-73.98771,"544 7TH AVE, BROOKLYN, NY, 11215",R,NY,36,59075802,14700,11215
27Q146,Q,4,Q146,P.S. 146 HOWARD BEACH,K-8,1,27,27,NY,11414,JAMES MCKEON,718-843-4880,718-641-0901,"PK,0K,01,02,03,04,05,06,07,08,SE",98-01 159 AVENUE,8006,QUEENS,"-73.83513,40.659863",81,"98-01 159 AVENUE, QUEENS, NY, 11414",1327,Non_Exact,Match,40.659863,-73.83513,"98 159TH AVE, JAMAICA, NY, 11414",L,NY,36,59708966,88400,11414
